2L	9000000	10000000	589	712
2L	3200000	4200000	233	26
2L	20000000	21000000	228	705
2L	20000000	21000000	69	732
2L	20000000	21000000	129	732
2L	1600000	2600000	732	705
2L	11800000	12800000	589	790
2L	10200000	11200000	589	790
2L	1600000	2600000	859	776
2L	1600000	2600000	591	776
2L	1600000	2600000	783	712
2L	20600000	21600000	367	357
2L	20000000	21000000	859	890
2L	20600000	21600000	317	357
2L	3200000	4200000	832	822
2L	20000000	21000000	786	787
2L	20600000	21600000	555	513
2L	9000000	10000000	161	894
2L	20600000	21600000	703	513
2L	20600000	21600000	884	513
2L	20000000	21000000	595	399
2L	20600000	21600000	398	383
2L	4400000	5400000	642	855
2L	20600000	21600000	235	75
2L	20600000	21600000	765	75
2L	20600000	21600000	437	75
2L	3200000	4200000	591	859
2L	20600000	21600000	703	555
2L	20600000	21600000	884	555
2L	20000000	21000000	73	136
2L	20000000	21000000	783	136
2L	20000000	21000000	589	136
2L	20600000	21600000	437	235
2L	20000000	21000000	879	136
2L	20600000	21600000	810	882
2L	20600000	21600000	822	707
2L	11800000	12800000	318	59
2L	20000000	21000000	783	73
2L	20000000	21000000	589	73
2L	20000000	21000000	879	73
2L	20600000	21600000	365	855
2L	20600000	21600000	409	855
2L	9000000	10000000	783	796
2L	10200000	11200000	93	894
2L	20600000	21600000	437	765
2L	20000000	21000000	129	69
2L	20000000	21000000	589	783
2L	20000000	21000000	879	783
2L	9000000	10000000	786	787
2L	4400000	5400000	589	790
2L	20600000	21600000	73	790
2L	20600000	21600000	783	790
2L	20600000	21600000	589	790
2L	20600000	21600000	879	790
2L	4400000	5400000	712	799
2L	20000000	21000000	879	589
2L	20600000	21600000	310	805
2L	20000000	21000000	229	217
2L	20600000	21600000	911	705
2L	20000000	21000000	801	591
2L	10200000	11200000	786	787
2L	20600000	21600000	761	21
2L	20000000	21000000	379	437
2L	20000000	21000000	358	350
2L	4400000	5400000	591	776
2L	20600000	21600000	859	890
2L	20600000	21600000	861	890
2L	20600000	21600000	287	890
2L	9000000	10000000	832	822
2L	10200000	11200000	810	761
2L	2700000	3700000	721	391
2L	20600000	21600000	786	787
2L	2700000	3700000	59	321
2L	20600000	21600000	69	491
2L	3200000	4200000	358	350
2L	4400000	5400000	783	796
2L	9000000	10000000	317	859
2L	20600000	21600000	861	859
2L	20600000	21600000	287	859
2L	1600000	2600000	591	859
2L	20600000	21600000	783	73
2L	20600000	21600000	589	73
2L	20600000	21600000	879	73
2L	20600000	21600000	884	703
2L	4400000	5400000	786	787
2L	20600000	21600000	589	783
2L	20600000	21600000	879	783
2L	4400000	5400000	233	26
2L	20600000	21600000	879	589
2L	1600000	2600000	832	642
2L	20600000	21600000	229	217
2L	20600000	21600000	317	367
2L	11800000	12800000	786	787
2L	20600000	21600000	801	591
2L	20600000	21600000	158	861
2L	20600000	21600000	287	861
2L	20600000	21600000	287	158
2L	20600000	21600000	409	365
2L	20600000	21600000	358	350
2L	4400000	5400000	832	822
2L	10200000	11200000	716	859
2L	10200000	11200000	317	859
2L	11800000	12800000	233	26
2L	2700000	3700000	318	378
2L	11800000	12800000	810	761
2L	1600000	2600000	358	350
2L	5500000	6500000	318	378
2L	12500000	13500000	732	727
2L	10200000	11200000	313	161
2L	8400000	9400000	356	391
2L	9000000	10000000	358	350
2L	11800000	12800000	716	859
2L	11800000	12800000	317	859
2L	2700000	3700000	907	737
2L	10200000	11200000	646	832
2L	12500000	13500000	59	378
2L	12500000	13500000	318	378
2L	2700000	3700000	399	392
2L	4400000	5400000	358	350
2L	10200000	11200000	317	716
2L	2000000	3000000	721	391
2L	11800000	12800000	350	161
2L	11800000	12800000	358	161
2L	2000000	3000000	59	321
2L	5500000	6500000	93	492
2L	8400000	9400000	908	727
2L	5500000	6500000	907	737
2L	10200000	11200000	358	350
2L	12500000	13500000	91	208
2L	11800000	12800000	310	217
2L	11800000	12800000	646	832
2L	8400000	9400000	318	378
2L	5700000	6700000	217	738
2L	2000000	3000000	158	332
2L	11800000	12800000	317	716
2L	5700000	6700000	318	378
2L	8400000	9400000	820	208
2L	2000000	3000000	318	378
2L	12500000	13500000	399	392
2L	11800000	12800000	358	350
2L	9500000	10500000	908	727
2L	9500000	10500000	732	727
2L	2700000	3700000	26	359
2L	19000000	20000000	508	40
2L	19000000	20000000	892	40
2L	2700000	3700000	398	383
2L	2700000	3700000	861	441
2L	2000000	3000000	383	492
2L	5700000	6700000	93	492
2L	2000000	3000000	398	492
2L	5700000	6700000	907	737
2L	2000000	3000000	907	737
2L	9500000	10500000	318	378
2L	12500000	13500000	313	359
2L	2000000	3000000	399	392
2L	12500000	13500000	882	887
2L	5500000	6500000	882	887
2L	12500000	13500000	398	383
2L	5500000	6500000	398	383
2L	2700000	3700000	642	855
2L	2000000	3000000	639	892
2L	2000000	3000000	712	892
2L	5500000	6500000	703	75
2L	2000000	3000000	783	892
2L	19000000	20000000	855	757
2L	8400000	9400000	59	857
2L	9500000	10500000	907	737
2L	19000000	20000000	357	181
2L	19000000	20000000	714	181
2L	19000000	20000000	761	181
2L	2000000	3000000	26	359
2L	19000000	20000000	365	181
2L	9500000	10500000	399	392
2L	12500000	13500000	774	765
2L	2000000	3000000	398	383
2L	2700000	3700000	712	799
2L	12500000	13500000	721	83
2L	5700000	6700000	882	887
2L	5700000	6700000	398	383
2L	12500000	13500000	589	790
2L	8400000	9400000	398	383
2L	19000000	20000000	383	492
2L	19000000	20000000	398	492
2L	2700000	3700000	732	705
2L	19000000	20000000	707	392
2L	19000000	20000000	399	392
2L	5700000	6700000	703	75
2L	5700000	6700000	783	75
2L	19000000	20000000	892	508
2L	5700000	6700000	810	555
2L	8400000	9400000	776	555
2L	12500000	13500000	318	59
2L	2000000	3000000	642	855
2L	2000000	3000000	832	855
2L	12500000	13500000	367	21
2L	19000000	20000000	409	142
2L	5500000	6500000	712	790
2L	19000000	20000000	714	357
2L	19000000	20000000	761	357
2L	19000000	20000000	365	357
2L	2000000	3000000	712	639
2L	19000000	20000000	42	513
2L	19000000	20000000	787	513
2L	19000000	20000000	703	513
2L	19000000	20000000	884	513
2L	12500000	13500000	786	787
2L	19000000	20000000	786	513
2L	19000000	20000000	398	383
2L	5500000	6500000	591	776
2L	2000000	3000000	732	705
2L	19000000	20000000	787	42
2L	19000000	20000000	703	42
2L	19000000	20000000	884	42
2L	19000000	20000000	786	42
2L	12500000	13500000	810	761
2L	2000000	3000000	859	776
2L	2000000	3000000	591	776
2L	9500000	10500000	398	383
2L	2000000	3000000	783	712
2L	8400000	9400000	712	790
2L	19000000	20000000	810	882
2L	19000000	20000000	399	707
2L	19000000	20000000	822	707
2L	2700000	3700000	233	93
2L	19000000	20000000	761	714
2L	19000000	20000000	365	714
2L	5500000	6500000	786	787
2L	9500000	10500000	732	908
2L	19000000	20000000	73	790
2L	19000000	20000000	783	790
2L	19000000	20000000	589	790
2L	19000000	20000000	879	790
2L	2700000	3700000	591	859
2L	5700000	6700000	712	790
2L	8400000	9400000	161	894
2L	5500000	6500000	832	822
2L	12500000	13500000	716	859
2L	12500000	13500000	317	859
2L	8400000	9400000	783	796
2L	9500000	10500000	774	765
2L	5700000	6700000	591	776
2L	8400000	9400000	786	787
2L	2000000	3000000	591	859
2L	9500000	10500000	646	790
2L	2000000	3000000	832	642
2L	19000000	20000000	859	890
2L	19000000	20000000	703	787
2L	19000000	20000000	884	787
2L	19000000	20000000	786	787
2L	8400000	9400000	832	822
2L	5700000	6700000	786	787
2L	2700000	3700000	358	350
2L	19000000	20000000	365	761
2L	19000000	20000000	595	822
2L	12500000	13500000	317	716
2L	2000000	3000000	358	350
2L	12500000	13500000	358	350
2L	19000000	20000000	783	73
2L	19000000	20000000	589	73
2L	19000000	20000000	879	73
2L	5700000	6700000	832	822
2L	19000000	20000000	884	703
2L	19000000	20000000	786	703
2L	16100000	17100000	908	57
2L	19400000	20400000	508	40
2L	19400000	20400000	892	40
2L	9500000	10500000	786	787
2L	19000000	20000000	589	783
2L	19000000	20000000	879	783
2L	22000000	23000000	894	321
2L	9500000	10500000	810	761
2L	19000000	20000000	879	589
2L	19000000	20000000	786	884
2L	19400000	20400000	313	57
2L	22000000	23000000	357	40
2L	19000000	20000000	229	217
2L	19400000	20400000	492	897
2L	22000000	23000000	812	40
2L	19400000	20400000	383	897
2L	19400000	20400000	398	897
2L	22000000	23000000	805	40
2L	19000000	20000000	801	591
2L	5500000	6500000	358	350
2L	22000000	23000000	228	40
2L	22000000	23000000	892	375
2L	22000000	23000000	707	375
2L	5700000	6700000	783	703
2L	22000000	23000000	26	375
2L	22000000	23000000	822	375
2L	22000000	23000000	491	375
2L	9500000	10500000	832	822
2L	22000000	23000000	832	375
2L	22000000	23000000	367	375
2L	22000000	23000000	721	375
2L	22000000	23000000	646	375
2L	19000000	20000000	129	227
2L	19000000	20000000	317	227
2L	22000000	23000000	365	375
2L	19400000	20400000	855	757
2L	19000000	20000000	358	350
2L	19000000	20000000	317	129
2L	16100000	17100000	855	757
2L	22000000	23000000	313	57
2L	22000000	23000000	727	897
2L	19400000	20400000	406	181
2L	19400000	20400000	357	181
2L	22000000	23000000	440	897
2L	19400000	20400000	714	181
2L	19400000	20400000	761	181
2L	22000000	23000000	69	897
2L	19400000	20400000	365	181
2L	22000000	23000000	158	897
2L	22000000	23000000	440	727
2L	8900000	9900000	356	391
2L	22000000	23000000	158	727
2L	22000000	23000000	887	332
2L	22000000	23000000	776	332
2L	19400000	20400000	357	406
2L	19400000	20400000	365	406
2L	22000000	23000000	492	757
2L	22000000	23000000	359	757
2L	22000000	23000000	383	757
2L	22000000	23000000	855	757
2L	22000000	23000000	705	757
2L	22000000	23000000	398	757
2L	9500000	10500000	317	859
2L	19400000	20400000	383	492
2L	19400000	20400000	398	492
2L	19400000	20400000	75	737
2L	5700000	6700000	801	310
2L	22000000	23000000	639	208
2L	10900000	11900000	732	727
2L	19400000	20400000	379	737
2L	16100000	17100000	703	380
2L	19400000	20400000	707	392
2L	19400000	20400000	399	392
2L	19400000	20400000	822	392
2L	22000000	23000000	177	320
2L	19400000	20400000	595	392
2L	22000000	23000000	852	320
2L	22000000	23000000	49	320
2L	22000000	23000000	859	320
2L	22000000	23000000	75	406
2L	16100000	17100000	383	492
2L	16100000	17100000	398	492
2L	22000000	23000000	861	406
2L	22000000	23000000	227	406
2L	19400000	20400000	892	508
2L	22000000	23000000	437	406
2L	22000000	23000000	852	177
2L	22000000	23000000	49	177
2L	22000000	23000000	45	177
2L	22000000	23000000	859	177
2L	10900000	11900000	59	378
2L	10900000	11900000	318	378
2L	16300000	17300000	531	40
2L	5700000	6700000	358	350
2L	19400000	20400000	409	142
2L	22000000	23000000	105	502
2L	16100000	17100000	399	392
2L	8900000	9900000	908	727
2L	22000000	23000000	359	492
2L	22000000	23000000	383	492
2L	22000000	23000000	855	492
2L	22000000	23000000	705	492
2L	22000000	23000000	398	492
2L	3100000	4100000	721	391
2L	22000000	23000000	287	492
2L	22000000	23000000	392	737
2L	22000000	23000000	837	737
2L	22000000	23000000	399	737
2L	22000000	23000000	217	737
2L	3100000	4100000	59	321
2L	22000000	23000000	229	737
2L	22000000	23000000	317	737
2L	22000000	23000000	379	737
2L	19400000	20400000	714	357
2L	19400000	20400000	761	357
2L	19400000	20400000	365	357
2L	22000000	23000000	837	392
2L	16300000	17300000	908	57
2L	19400000	20400000	42	513
2L	19400000	20400000	555	513
2L	22000000	23000000	399	392
2L	19400000	20400000	787	513
2L	19400000	20400000	703	513
2L	19400000	20400000	786	513
2L	22000000	23000000	217	392
2L	22000000	23000000	229	392
2L	22000000	23000000	317	392
2L	22000000	23000000	379	392
2L	19400000	20400000	861	887
2L	19400000	20400000	398	383
2L	8900000	9900000	318	378
2L	19400000	20400000	555	42
2L	19400000	20400000	787	42
2L	19400000	20400000	703	42
2L	9500000	10500000	358	350
2L	19400000	20400000	786	42
2L	19400000	20400000	379	75
2L	19400000	20400000	787	555
2L	8900000	9900000	820	208
2L	19400000	20400000	703	555
2L	19400000	20400000	786	555
2L	22000000	23000000	21	373
2L	22000000	23000000	787	373
2L	16300000	17300000	855	757
2L	22000000	23000000	786	373
2L	22000000	23000000	362	373
2L	22000000	23000000	765	142
2L	19400000	20400000	810	882
2L	22000000	23000000	374	142
2L	22000000	23000000	595	142
2L	22000000	23000000	310	142
2L	22000000	23000000	371	142
2L	22000000	23000000	774	142
2L	19400000	20400000	399	707
2L	19400000	20400000	822	707
2L	22000000	23000000	714	370
2L	19400000	20400000	595	707
2L	22000000	23000000	787	370
2L	22000000	23000000	149	370
2L	22000000	23000000	374	370
2L	22000000	23000000	911	370
2L	22000000	23000000	808	370
2L	22000000	23000000	786	370
2L	22000000	23000000	362	370
2L	22000000	23000000	707	892
2L	22000000	23000000	26	892
2L	22000000	23000000	822	892
2L	22000000	23000000	491	892
2L	22000000	23000000	832	892
2L	22000000	23000000	367	892
2L	22000000	23000000	721	892
2L	22000000	23000000	646	892
2L	22000000	23000000	365	892
2L	19400000	20400000	761	714
2L	19400000	20400000	365	714
2L	22000000	23000000	812	357
2L	22000000	23000000	805	357
2L	22000000	23000000	228	357
2L	22000000	23000000	399	837
2L	22000000	23000000	217	837
2L	22000000	23000000	229	837
2L	22000000	23000000	317	837
2L	22000000	23000000	379	837
2L	22000000	23000000	383	359
2L	10900000	11900000	399	392
2L	22000000	23000000	855	359
2L	22000000	23000000	705	359
2L	22000000	23000000	398	359
2L	3100000	4100000	318	378
2L	19400000	20400000	136	790
2L	19400000	20400000	73	790
2L	19400000	20400000	783	790
2L	19400000	20400000	589	790
2L	22000000	23000000	287	359
2L	22000000	23000000	42	513
2L	19400000	20400000	879	790
2L	22000000	23000000	712	513
2L	22000000	23000000	59	513
2L	22000000	23000000	761	513
2L	22000000	23000000	136	513
2L	22000000	23000000	280	513
2L	22000000	23000000	233	513
2L	22000000	23000000	776	887
2L	19400000	20400000	195	427
2L	22000000	23000000	855	383
2L	22000000	23000000	705	383
2L	22000000	23000000	398	383
2L	8900000	9900000	907	737
2L	22000000	23000000	287	383
2L	16100000	17100000	398	383
2L	22000000	23000000	716	441
2L	16300000	17300000	383	492
2L	22000000	23000000	49	852
2L	22000000	23000000	859	852
2L	16300000	17300000	398	492
2L	15100000	16100000	357	57
2L	22000000	23000000	83	75
2L	3100000	4100000	837	406
2L	19400000	20400000	859	890
2L	22000000	23000000	861	75
2L	22000000	23000000	227	75
2L	22000000	23000000	437	75
2L	16300000	17300000	399	392
2L	22000000	23000000	703	555
2L	19400000	20400000	703	787
2L	15100000	16100000	362	332
2L	19400000	20400000	884	787
2L	19400000	20400000	786	787
2L	22000000	23000000	83	908
2L	22000000	23000000	427	908
2L	22000000	23000000	890	908
2L	22000000	23000000	233	908
2L	22000000	23000000	861	908
2L	22000000	23000000	227	908
2L	15100000	16100000	855	757
2L	19400000	20400000	365	761
2L	19400000	20400000	822	399
2L	19400000	20400000	595	399
2L	19400000	20400000	786	818
2L	3100000	4100000	359	492
2L	19400000	20400000	595	822
2L	22000000	23000000	810	882
2L	22000000	23000000	91	882
2L	3100000	4100000	26	492
2L	3100000	4100000	233	492
2L	22000000	23000000	26	707
2L	22000000	23000000	822	707
2L	22000000	23000000	491	707
2L	3100000	4100000	907	737
2L	22000000	23000000	832	707
2L	22000000	23000000	367	707
2L	22000000	23000000	721	707
2L	22000000	23000000	646	707
2L	19400000	20400000	73	136
2L	19400000	20400000	783	136
2L	22000000	23000000	365	707
2L	19400000	20400000	589	136
2L	19400000	20400000	879	136
2L	22000000	23000000	705	855
2L	22000000	23000000	398	855
2L	22000000	23000000	287	855
2L	10900000	11900000	894	359
2L	19400000	20400000	783	73
2L	22000000	23000000	69	440
2L	19400000	20400000	589	73
2L	19400000	20400000	879	73
2L	10900000	11900000	93	359
2L	22000000	23000000	158	440
2L	22000000	23000000	765	714
2L	22000000	23000000	787	714
2L	10900000	11900000	161	359
2L	22000000	23000000	149	714
2L	19400000	20400000	786	703
2L	22000000	23000000	374	714
2L	10900000	11900000	595	359
2L	22000000	23000000	911	714
2L	22000000	23000000	310	714
2L	3100000	4100000	399	392
2L	22000000	23000000	808	714
2L	22000000	23000000	786	714
2L	22000000	23000000	362	714
2L	22000000	23000000	805	812
2L	10900000	11900000	350	359
2L	10900000	11900000	313	359
2L	10900000	11900000	358	359
2L	22000000	23000000	228	812
2L	22000000	23000000	149	765
2L	22000000	23000000	374	765
2L	22000000	23000000	595	765
2L	22000000	23000000	310	765
2L	22000000	23000000	808	765
2L	22000000	23000000	371	765
2L	22000000	23000000	774	765
2L	19400000	20400000	589	783
2L	19400000	20400000	879	783
2L	22000000	23000000	427	83
2L	22000000	23000000	890	83
2L	10900000	11900000	882	887
2L	19400000	20400000	217	105
2L	19400000	20400000	229	105
2L	22000000	23000000	233	83
2L	22000000	23000000	861	83
2L	22000000	23000000	228	83
2L	22000000	23000000	227	83
2L	22000000	23000000	437	83
2L	16300000	17300000	716	513
2L	19400000	20400000	879	589
2L	19400000	20400000	786	884
2L	15100000	16100000	383	492
2L	19400000	20400000	229	217
2L	10900000	11900000	398	383
2L	15100000	16100000	398	492
2L	22000000	23000000	73	790
2L	22000000	23000000	783	790
2L	19400000	20400000	158	595
2L	22000000	23000000	589	790
2L	19400000	20400000	801	591
2L	16300000	17300000	398	383
2L	22000000	23000000	228	805
2L	22000000	23000000	890	427
2L	8900000	9900000	398	383
2L	22000000	23000000	233	427
2L	22000000	23000000	861	427
2L	19400000	20400000	129	227
2L	19400000	20400000	317	227
2L	22000000	23000000	437	427
2L	22000000	23000000	398	705
2L	15100000	16100000	399	392
2L	10900000	11900000	808	42
2L	22000000	23000000	287	705
2L	19400000	20400000	358	350
2L	19400000	20400000	317	129
2L	22000000	23000000	59	712
2L	22000000	23000000	761	712
2L	22000000	23000000	818	712
2L	22000000	23000000	136	712
2L	22000000	23000000	280	712
2L	22000000	23000000	233	712
2L	22000000	23000000	761	59
2L	22000000	23000000	136	59
2L	22000000	23000000	280	59
2L	16100000	17100000	783	790
2L	16100000	17100000	589	790
2L	22000000	23000000	45	49
2L	22000000	23000000	859	49
2L	22000000	23000000	787	21
2L	22000000	23000000	362	21
2L	1100000	2100000	721	391
